Team,Opponent,Date,Win,OffAdjusted,DefAdjusted,OffAdjusted2,DefAdjusted2
Weber State,Idaho State,2018,1,101.4,106.5,101.9,118.2
Rice,North Texas,2018,0,103,110.4,99.6,99.1
North Texas,Rice,2018,1,99.6,99.1,103,110.4
San Diego,Saint Mary's,2018,0,105.5,98.1,114.7,97.1
Saint Mary's,San Diego,2018,1,114.7,97.1,105.5,98.1
Nebraska,Rutgers,2018,0,112.6,97.2,105.6,96.3
Rutgers,Nebraska,2018,1,105.6,96.3,112.6,97.2
Holy Cross,Army,2018,0,101,107.8,96.2,103
Army,Holy Cross,2018,1,96.2,103,101,107.8
Kennesaw State,North Alabama,2018,0,91.8,110.7,95.1,105.1
North Alabama,Kennesaw State,2018,1,95.1,105.1,91.8,110.7
Bucknell,American,2018,0,105.5,103.7,101.9,105
American,Bucknell,2018,1,101.9,105,105.5,103.7
Indiana State,Illinois State,2018,0,101.1,105.2,101.2,104.6
Illinois State,Indiana State,2018,1,101.2,104.6,101.1,105.2
North Alabama,NJIT,2018,0,95.1,105.1,102.2,103.1
NJIT,North Alabama,2018,1,102.2,103.1,95.1,105.1
Army,Colgate,2018,0,96.2,103,110.1,105.8
Colgate,Army,2018,1,110.1,105.8,96.2,103
Rutgers,Ohio State,2018,0,105.6,96.3,109.3,94.3
Ohio State,Rutgers,2018,1,109.3,94.3,105.6,96.3
Southern,Alcorn State,2018,0,93.7,112.2,88.8,113.5
Alcorn State,Southern,2018,1,88.8,113.5,93.7,112.2
Xavier,Creighton,2018,0,110.9,100.6,112.9,99.6
Creighton,Xavier,2018,1,112.9,99.6,110.9,100.6
South Carolina,Kentucky,2018,0,108,98.3,118.3,90.9
Kentucky,South Carolina,2018,1,118.3,90.9,108,98.3
Florida,Auburn,2018,0,110.3,91.9,119.7,96.3
Auburn,Florida,2018,1,119.7,96.3,110.3,91.9
Oakland,Wright State,2018,0,107.4,109.5,106.7,102
Wright State,Oakland,2018,1,106.7,102,107.4,109.5
Georgia State,Louisiana,2018,0,108,102.4,106.6,107.8
Louisiana,Georgia State,2018,1,106.6,107.8,108,102.4
Temple,Tulsa,2018,0,108.6,99.6,104.7,100.5
Tulsa,Temple,2018,1,104.7,100.5,108.6,99.6
Jackson State,Southern,2018,0,89.8,104.7,93.7,112.2
Southern,Jackson State,2018,1,93.7,112.2,89.8,104.7
Georgia Tech,Virginia Tech,2018,0,101.8,96,118.5,94.1
Virginia Tech,Georgia Tech,2018,1,118.5,94.1,101.8,96
Wyoming,Utah State,2018,0,95,108.7,113,96.4
Utah State,Wyoming,2018,1,113,96.4,95,108.7
Campbell,Presbyterian,2018,0,107.8,109.9,109.1,111.1
Presbyterian,Campbell,2018,1,109.1,111.1,107.8,109.9
Penn State,Purdue,2018,0,109.5,94.2,121.1,95.1
Purdue,Penn State,2018,1,121.1,95.1,109.5,94.2
Rhode Island,VCU,2018,0,103.7,101.2,104.3,88.7
VCU,Rhode Island,2018,1,104.3,88.7,103.7,101.2
James Madison,Northeastern,2018,0,101,110.8,111.5,102.8
Northeastern,James Madison,2018,1,111.5,102.8,101,110.8
California,Arizona,2018,0,103,110.2,105,98.2
Arizona,California,2018,1,105,98.2,103,110.2
Indiana,Iowa,2018,0,110.2,95.1,117.2,101.3
Iowa,Indiana,2018,1,117.2,101.3,110.2,95.1
Boston College,Clemson,2018,0,107.6,102.4,109,91.5
Clemson,Boston College,2018,1,109,91.5,107.6,102.4
South Carolina,Mississippi St.,2018,0,108,98.3,117.5,96.7
Mississippi St.,South Carolina,2018,1,117.5,96.7,108,98.3
Kennesaw State,Liberty,2018,0,91.8,110.7,110.6,99.6
Liberty,Kennesaw State,2018,1,110.6,99.6,91.8,110.7
Arkansas State,Georgia State,2018,0,102.3,110,108,102.4
Georgia State,Arkansas State,2018,1,108,102.4,102.3,110
Tennessee Tech,SIU Edwardsville,2018,0,89.6,104.6,96.6,113
SIU Edwardsville,Tennessee Tech,2018,1,96.6,113,89.6,104.6
Washington,California,2018,0,107,93.7,103,110.2
California,Washington,2018,1,103,110.2,107,93.7
UAB,UTSA,2018,0,106.5,104.6,105.8,104.1
UTSA,UAB,2018,1,105.8,104.1,106.5,104.6
North Alabama,North Florida,2018,0,95.1,105.1,103.8,104.6
North Florida,North Alabama,2018,1,103.8,104.6,95.1,105.1
Providence,Creighton,2018,0,105,95.8,112.9,99.6
Creighton,Providence,2018,1,112.9,99.6,105,95.8
La Salle,Temple,2018,0,99.9,105.1,108.6,99.6
Temple,La Salle,2018,1,108.6,99.6,99.9,105.1
Mercer,UAB,2018,0,103.6,106.2,106.5,104.6
UAB,Mercer,2018,1,106.5,104.6,103.6,106.2
Maine,Utah,2018,0,93.1,111.8,114.3,108.9
Utah,Maine,2018,1,114.3,108.9,93.1,111.8
Utah Valley,BYU,2018,0,108.9,102.1,111.7,104.1
BYU,Utah Valley,2018,1,111.7,104.1,108.9,102.1
Fordham,Houston Baptist,2018,0,96.5,104.4,102.9,112.6
Houston Baptist,Fordham,2018,1,102.9,112.6,96.5,104.4
Manhattan,UMBC,2018,0,89.4,104.6,96,101.8
UMBC,Manhattan,2018,1,96,101.8,89.4,104.6
Chicago State,Illinois State,2018,0,90.3,118.3,101.2,104.6
Illinois State,Chicago State,2018,1,101.2,104.6,90.3,118.3
New Orleans,UAB,2018,0,97,104.7,106.5,104.6
UAB,New Orleans,2018,1,106.5,104.6,97,104.7
Texas State,Drake,2018,0,102.1,97.7,107.1,102.7
Drake,Texas State,2018,1,107.1,102.7,102.1,97.7
Wofford,Oklahoma,2018,0,118.5,97.7,109.5,94
Oklahoma,Wofford,2018,1,109.5,94,118.5,97.7
Nicholls State,Ole Miss,2018,0,98.7,111.4,112.9,97.7
Ole Miss,Nicholls State,2018,1,112.9,97.7,98.7,111.4
Navy,Morgan State,2018,0,97.2,107.1,92.6,110.6
Morgan State,Navy,2018,1,92.6,110.6,97.2,107.1
SIU Edwardsville,Valparaiso,2018,0,96.6,113,98.1,102.9
Valparaiso,SIU Edwardsville,2018,1,98.1,102.9,96.6,113
Stetson,South Florida,2018,0,97.6,113.3,102.4,97.3
South Florida,Stetson,2018,1,102.4,97.3,97.6,113.3
New Hampshire,Bryant,2018,0,84.2,107.3,99.4,114.8
Bryant,New Hampshire,2018,1,99.4,114.8,84.2,107.3
Illinois,Nebraska,2018,0,109.1,100.7,112.6,97.2
Nebraska,Illinois,2018,1,112.6,97.2,109.1,100.7
Fordham,Maine,2018,0,96.5,104.4,93.1,111.8
Maine,Fordham,2018,1,93.1,111.8,96.5,104.4
Monmouth,Hofstra,2018,0,93,103.9,116.3,108.7
Hofstra,Monmouth,2018,1,116.3,108.7,93,103.9
DePaul,Northwestern,2018,0,110.7,104.5,103,93.5
Northwestern,DePaul,2018,1,103,93.5,110.7,104.5
Northeastern,Vermont,2018,0,111.5,102.8,108,99.3
Vermont,Northeastern,2018,1,108,99.3,111.5,102.8
James Madison,Fordham,2018,0,101,110.8,96.5,104.4
Fordham,James Madison,2018,1,96.5,104.4,101,110.8
Furman,LSU,2018,0,109,96.3,118.6,97.5
LSU,Furman,2018,1,118.6,97.5,109,96.3
George Washington,Harvard,2018,0,95.2,106,104.8,100.4
Harvard,George Washington,2018,1,104.8,100.4,95.2,106
Coppin State,Houston,2018,0,88.6,109.1,114.2,91.8
Houston,Coppin State,2018,1,114.2,91.8,88.6,109.1
Morehead State,Missouri,2018,0,102.4,109.9,106.8,97
Missouri,Morehead State,2018,1,106.8,97,102.4,109.9
Cal Poly,Siena,2018,0,96.9,114.6,100.5,109
Siena,Cal Poly,2018,1,100.5,109,96.9,114.6
San Jose State,Saint Mary's,2018,0,91.8,113.7,114.7,97.1
Saint Mary's,San Jose State,2018,1,114.7,97.1,91.8,113.7
Columbia,Northwestern,2018,0,101.8,106.3,103,93.5
Northwestern,Columbia,2018,1,103,93.5,101.8,106.3
Maine,Brown,2018,0,93.1,111.8,98.7,96.9
Brown,Maine,2018,1,98.7,96.9,93.1,111.8
UTEP,UTSA,2018,0,89.9,101.2,105.8,104.1
UTSA,UTEP,2018,1,105.8,104.1,89.9,101.2
Northeastern,Hofstra,2018,0,111.5,102.8,116.3,108.7
Hofstra,Northeastern,2018,1,116.3,108.7,111.5,102.8
Little Rock,Louisiana,2018,0,99.8,104.8,106.6,107.8
Louisiana,Little Rock,2018,1,106.6,107.8,99.8,104.8
Seton Hall,DePaul,2018,0,109.3,96.6,110.7,104.5
DePaul,Seton Hall,2018,1,110.7,104.5,109.3,96.6
Notre Dame,UNC,2018,0,108.3,100.8,119.9,90.8
UNC,Notre Dame,2018,1,119.9,90.8,108.3,100.8
Houston Baptist,Abilene Christ.,2018,0,102.9,112.6,103.7,101.6
Abilene Christ.,Houston Baptist,2018,1,103.7,101.6,102.9,112.6
UCF,Wichita State,2018,0,110.5,95.8,106,98.5
Wichita State,UCF,2018,1,106,98.5,110.5,95.8
Gardner-Webb,Radford,2018,0,107.6,108.3,108.7,104.3
Radford,Gardner-Webb,2018,1,108.7,104.3,107.6,108.3
Santa Clara,Saint Mary's,2018,0,101.8,103.8,114.7,97.1
Saint Mary's,Santa Clara,2018,1,114.7,97.1,101.8,103.8
Ohio,Toledo,2018,0,98.7,100.2,110.1,98.1
Toledo,Ohio,2018,1,110.1,98.1,98.7,100.2
Richmond,Davidson,2018,0,106.8,110.1,108,100.2
Davidson,Richmond,2018,1,108,100.2,106.8,110.1
Northern Iowa,Valparaiso,2018,0,101.2,102.4,98.1,102.9
Valparaiso,Northern Iowa,2018,1,98.1,102.9,101.2,102.4
Oklahoma,Texas,2018,0,109.5,94,114.1,96.5
Texas,Oklahoma,2018,1,114.1,96.5,109.5,94
Jackson State,Texas Southern,2018,0,89.8,104.7,104,108.6
Texas Southern,Jackson State,2018,1,104,108.6,89.8,104.7
Northeastern,Towson,2018,0,111.5,102.8,100.1,110.6
Towson,Northeastern,2018,1,100.1,110.6,111.5,102.8
Butler,Creighton,2018,0,110.8,101.1,112.9,99.6
Creighton,Butler,2018,1,112.9,99.6,110.8,101.1
Monmouth,Niagara,2018,0,93,103.9,101.6,115.2
Niagara,Monmouth,2018,1,101.6,115.2,93,103.9
Colorado,Stanford,2018,0,107,96.5,103.4,98.2
Stanford,Colorado,2018,1,103.4,98.2,107,96.5
Weber State,Montana,2018,0,101.4,106.5,107.5,103.9
Montana,Weber State,2018,1,107.5,103.9,101.4,106.5
Rhode Island,Duquesne,2018,0,103.7,101.2,104.4,105.3
Duquesne,Rhode Island,2018,1,104.4,105.3,103.7,101.2
USC,Washington,2018,0,109.3,101.6,107,93.7
Washington,USC,2018,1,107,93.7,109.3,101.6
Drexel,William & Mary,2018,0,105.5,112.9,103.4,108.1
William & Mary,Drexel,2018,1,103.4,108.1,105.5,112.9
Quinnipiac,Canisius,2018,0,105.3,111.5,101.5,111.4
Canisius,Quinnipiac,2018,1,101.5,111.4,105.3,111.5
Rider,Monmouth,2018,0,101.3,105.8,93,103.9
Monmouth,Rider,2018,1,93,103.9,101.3,105.8
Hofstra,Northeastern,2018,0,116.3,108.7,111.5,102.8
Northeastern,Hofstra,2018,1,111.5,102.8,116.3,108.7
Louisiana Tech,FIU,2018,0,104.8,101.8,102,105.2
FIU,Louisiana Tech,2018,1,102,105.2,104.8,101.8
Texas A&M,Ole Miss,2018,0,107,99.5,112.9,97.7
Ole Miss,Texas A&M,2018,1,112.9,97.7,107,99.5
Samford,UNC Greensboro,2018,0,106.7,104.4,106.6,97.9
UNC Greensboro,Samford,2018,1,106.6,97.9,106.7,104.4
Washington,Arizona State,2018,0,107,93.7,109.9,98.6
Arizona State,Washington,2018,1,109.9,98.6,107,93.7
Michigan,Penn State,2018,0,115.6,86.2,109.5,94.2
Penn State,Michigan,2018,1,109.5,94.2,115.6,86.2
Cal Poly,Hawaii,2018,0,96.9,114.6,103.6,106.6
Hawaii,Cal Poly,2018,1,103.6,106.6,96.9,114.6
Missouri,Ole Miss,2018,0,106.8,97,112.9,97.7
Ole Miss,Missouri,2018,1,112.9,97.7,106.8,97
Bucknell,Colgate,2018,0,105.5,103.7,110.1,105.8
Colgate,Bucknell,2018,1,110.1,105.8,105.5,103.7
Iowa State,TCU,2018,0,119.1,97.3,110.4,96.3
TCU,Iowa State,2018,1,110.4,96.3,119.1,97.3
Liberty,North Florida,2018,0,110.6,99.6,103.8,104.6
North Florida,Liberty,2018,1,103.8,104.6,110.6,99.6
Wisconsin,Indiana,2018,0,110.9,87.3,110.2,95.1
Indiana,Wisconsin,2018,1,110.2,95.1,110.9,87.3
North Dakota St.,South Dakota,2018,0,106.7,109.8,100.4,106.1
South Dakota,North Dakota St.,2018,1,100.4,106.1,106.7,109.8
Butler,Villanova,2018,0,110.8,101.1,116.9,98.4
Villanova,Butler,2018,1,116.9,98.4,110.8,101.1
Cornell,Brown,2018,0,99.8,104.8,98.7,96.9
Brown,Cornell,2018,1,98.7,96.9,99.8,104.8
Notre Dame,Louisville,2018,0,108.3,100.8,113.4,92.5
Louisville,Notre Dame,2018,1,113.4,92.5,108.3,100.8
Army,Lehigh,2018,0,96.2,103,108.7,109.5
Lehigh,Army,2018,1,108.7,109.5,96.2,103
Michigan,Michigan State,2018,0,115.6,86.2,121.8,90.5
Michigan State,Michigan,2018,1,121.8,90.5,115.6,86.2
Cal Baptist,New Mexico St.,2018,0,106.7,109.3,112.7,99.1
New Mexico St.,Cal Baptist,2018,1,112.7,99.1,106.7,109.3
Arkansas State,South Alabama,2018,0,102.3,110,103.1,107.5
South Alabama,Arkansas State,2018,1,103.1,107.5,102.3,110
Wright State,Clemson,2018,0,106.7,102,109,91.5
Clemson,Wright State,2018,1,109,91.5,106.7,102
Robert Morris,Missouri State,2018,0,95.9,104.2,103,103.9
Missouri State,Robert Morris,2018,1,103,103.9,95.9,104.2
Kennesaw State,Samford,2018,0,91.8,110.7,106.7,104.4
Samford,Kennesaw State,2018,1,106.7,104.4,91.8,110.7
Austin Peay,South Florida,2018,0,110.8,106.7,102.4,97.3
South Florida,Austin Peay,2018,1,102.4,97.3,110.8,106.7
Milwaukee,Cincinnati,2018,0,98.3,109.5,111.7,94.6
Cincinnati,Milwaukee,2018,1,111.7,94.6,98.3,109.5
Louisiana Tech,LSU,2018,0,104.8,101.8,118.6,97.5
LSU,Louisiana Tech,2018,1,118.6,97.5,104.8,101.8
Oakland,UNLV,2018,0,107.4,109.5,105.9,106.1
UNLV,Oakland,2018,1,105.9,106.1,107.4,109.5
Presbyterian,Marquette,2018,0,109.1,111.1,114.1,95.9
Marquette,Presbyterian,2018,1,114.1,95.9,109.1,111.1
Maine,North Texas,2018,0,93.1,111.8,99.6,99.1
North Texas,Maine,2018,1,99.6,99.1,93.1,111.8
South Alabama,Texas A&M,2018,0,103.1,107.5,107,99.5
Texas A&M,South Alabama,2018,1,107,99.5,103.1,107.5
North Dakota,Utah Valley,2018,0,97.4,106.2,108.9,102.1
Utah Valley,North Dakota,2018,1,108.9,102.1,97.4,106.2
Rice,Texas State,2018,0,103,110.4,102.1,97.7
Texas State,Rice,2018,1,102.1,97.7,103,110.4
Binghamton,Morgan State,2018,0,95.9,112.7,92.6,110.6
Morgan State,Binghamton,2018,1,92.6,110.6,95.9,112.7
Oklahoma State,Tulsa,2018,0,108.9,101.4,104.7,100.5
Tulsa,Oklahoma State,2018,1,104.7,100.5,108.9,101.4
Wisconsin,Marquette,2018,0,110.9,87.3,114.1,95.9
Marquette,Wisconsin,2018,1,114.1,95.9,110.9,87.3
Villanova,Kansas,2018,0,116.9,98.4,112.8,92.1
Kansas,Villanova,2018,1,112.8,92.1,116.9,98.4
Radford,Clemson,2018,0,108.7,104.3,109,91.5
Clemson,Radford,2018,1,109,91.5,108.7,104.3
Jackson State,Murray State,2018,0,89.8,104.7,112.2,98.7
Murray State,Jackson State,2018,1,112.2,98.7,89.8,104.7
Missouri State,North Dakota St.,2018,0,103,103.9,106.7,109.8
North Dakota St.,Missouri State,2018,1,106.7,109.8,103,103.9
Howard,Fordham,2018,0,101.9,114.3,96.5,104.4
Fordham,Howard,2018,1,96.5,104.4,101.9,114.3
Delaware,Stony Brook,2018,0,104.8,112.9,99.2,99.9
Stony Brook,Delaware,2018,1,99.2,99.9,104.8,112.9
IUPUI,Morehead State,2018,0,103.4,105.8,102.4,109.9
Morehead State,IUPUI,2018,1,102.4,109.9,103.4,105.8
Stanford,San Francisco,2018,0,103.4,98.2,111.8,101.9
San Francisco,Stanford,2018,1,111.8,101.9,103.4,98.2
UMBC,Penn State,2018,0,96,101.8,109.5,94.2
Penn State,UMBC,2018,1,109.5,94.2,96,101.8
Binghamton,Michigan,2018,0,95.9,112.7,115.6,86.2
Michigan,Binghamton,2018,1,115.6,86.2,95.9,112.7
Nebraska,Maryland,2018,0,112.6,97.2,113.9,94
Maryland,Nebraska,2018,1,113.9,94,112.6,97.2
Tulsa,Houston,2018,0,104.7,100.5,114.2,91.8
Houston,Tulsa,2018,1,114.2,91.8,104.7,100.5
Oklahoma State,Oklahoma,2018,0,108.9,101.4,109.5,94
Oklahoma,Oklahoma State,2018,1,109.5,94,108.9,101.4
Indiana,Michigan,2018,0,110.2,95.1,115.6,86.2
Michigan,Indiana,2018,1,115.6,86.2,110.2,95.1
Presbyterian,High Point,2018,0,109.1,111.1,99.2,104.7
High Point,Presbyterian,2018,1,99.2,104.7,109.1,111.1
Towson,James Madison,2018,0,100.1,110.6,101,110.8
James Madison,Towson,2018,1,101,110.8,100.1,110.6
Fairfield,Monmouth,2018,0,95.8,107.3,93,103.9
Monmouth,Fairfield,2018,1,93,103.9,95.8,107.3
Pepperdine,Loyola Marymount,2018,0,106.7,105.4,103.6,100.3
Loyola Marymount,Pepperdine,2018,1,103.6,100.3,106.7,105.4
Missouri State,Drake,2018,0,103,103.9,107.1,102.7
Drake,Missouri State,2018,1,107.1,102.7,103,103.9
Oral Roberts,Denver,2018,0,103.4,114.1,99.8,112.9
Denver,Oral Roberts,2018,1,99.8,112.9,103.4,114.1
Boise State,Air Force,2018,0,107.2,104,100.5,107.4
Air Force,Boise State,2018,1,100.5,107.4,107.2,104
Ole Miss,Alabama,2018,0,112.9,97.7,108.2,96.7
Alabama,Ole Miss,2018,1,108.2,96.7,112.9,97.7
New Mexico,UNLV,2018,0,104,105.6,105.9,106.1
UNLV,New Mexico,2018,1,105.9,106.1,104,105.6
New Hampshire,Hartford,2018,0,84.2,107.3,108.4,110.6
Hartford,New Hampshire,2018,1,108.4,110.6,84.2,107.3
South Carolina,Oklahoma State,2018,0,108,98.3,108.9,101.4
Oklahoma State,South Carolina,2018,1,108.9,101.4,108,98.3
William & Mary,Charleston,2018,0,103.4,108.1,108.5,103.4
Charleston,William & Mary,2018,1,108.5,103.4,103.4,108.1
Fresno State,Colorado State,2018,0,108.3,98.6,107.5,108.7
Colorado State,Fresno State,2018,1,107.5,108.7,108.3,98.6
Portland,Pacific,2018,0,94.3,110,99.8,104.3
Pacific,Portland,2018,1,99.8,104.3,94.3,110
Old Dominion,UTSA,2018,0,102,96.4,105.8,104.1
UTSA,Old Dominion,2018,1,105.8,104.1,102,96.4
Alcorn State,Alabama State,2018,0,88.8,113.5,94.6,111.1
Alabama State,Alcorn State,2018,1,94.6,111.1,88.8,113.5
Michigan,Iowa,2018,0,115.6,86.2,117.2,101.3
Iowa,Michigan,2018,1,117.2,101.3,115.6,86.2
Kansas,Kansas State,2018,0,112.8,92.1,108,87.8
Kansas State,Kansas,2018,1,108,87.8,112.8,92.1
Penn State,Ohio State,2018,0,109.5,94.2,109.3,94.3
Ohio State,Penn State,2018,1,109.3,94.3,109.5,94.2
Princeton,Yale,2018,0,98.7,99.7,111.7,103.2
Yale,Princeton,2018,1,111.7,103.2,98.7,99.7
Colorado State,Wyoming,2018,0,107.5,108.7,95,108.7
Wyoming,Colorado State,2018,1,95,108.7,107.5,108.7
Marshall,Rice,2018,0,107.4,107.6,103,110.4
Rice,Marshall,2018,1,103,110.4,107.4,107.6
Cal Poly,UC-Irvine,2018,0,96.9,114.6,106.7,97.2
UC-Irvine,Cal Poly,2018,1,106.7,97.2,96.9,114.6
Wagner,Fairl. Dickinson,2018,0,93.9,107.1,106.7,110.5
Fairl. Dickinson,Wagner,2018,1,106.7,110.5,93.9,107.1
Alabama State,Alcorn State,2018,0,94.6,111.1,88.8,113.5
Alcorn State,Alabama State,2018,1,88.8,113.5,94.6,111.1
Fresno State,Nevada,2018,0,108.3,98.6,114.1,95.2
Nevada,Fresno State,2018,1,114.1,95.2,108.3,98.6
Ole Miss,Arkansas,2018,0,112.9,97.7,110.3,97.3
Arkansas,Ole Miss,2018,1,110.3,97.3,112.9,97.7
IUPUI,Oakland,2018,0,103.4,105.8,107.4,109.5
Oakland,IUPUI,2018,1,107.4,109.5,103.4,105.8
San Diego,Memphis,2018,0,105.5,98.1,109,97.7
Memphis,San Diego,2018,1,109,97.7,105.5,98.1
Marist,Army,2018,0,100.1,109.6,96.2,103
Army,Marist,2018,1,96.2,103,100.1,109.6
Milwaukee,Boston College,2018,0,98.3,109.5,107.6,102.4
Boston College,Milwaukee,2018,1,107.6,102.4,98.3,109.5
Delaware,Maryland,2018,0,104.8,112.9,113.9,94
Maryland,Delaware,2018,1,113.9,94,104.8,112.9
Towson,Virginia,2018,0,100.1,110.6,123.6,88.1
Virginia,Towson,2018,1,123.6,88.1,100.1,110.6
Alcorn State,Tulsa,2018,0,88.8,113.5,104.7,100.5
Tulsa,Alcorn State,2018,1,104.7,100.5,88.8,113.5
North Dakota St.,New Mexico St.,2018,0,106.7,109.8,112.7,99.1
New Mexico St.,North Dakota St.,2018,1,112.7,99.1,106.7,109.8
Wright State,Murray State,2018,0,106.7,102,112.2,98.7
Murray State,Wright State,2018,1,112.2,98.7,106.7,102
Alabama A&M,Rice,2018,0,86.5,109.3,103,110.4
Rice,Alabama A&M,2018,1,103,110.4,86.5,109.3
Chattanooga,South Alabama,2018,0,101.6,109.4,103.1,107.5
South Alabama,Chattanooga,2018,1,103.1,107.5,101.6,109.4
William & Mary,Notre Dame,2018,0,103.4,108.1,108.3,100.8
Notre Dame,William & Mary,2018,1,108.3,100.8,103.4,108.1
Indiana,Arkansas,2018,0,110.2,95.1,110.3,97.3
Arkansas,Indiana,2018,1,110.3,97.3,110.2,95.1
USC Upstate,Portland,2018,0,92.9,111.4,94.3,110
Portland,USC Upstate,2018,1,94.3,110,92.9,111.4
North Texas,Oklahoma,2018,0,99.6,99.1,109.5,94
Oklahoma,North Texas,2018,1,109.5,94,99.6,99.1
Holy Cross,Harvard,2018,0,101,107.8,104.8,100.4
Harvard,Holy Cross,2018,1,104.8,100.4,101,107.8
Purdue,Florida State,2018,0,121.1,95.1,113,90.5
Florida State,Purdue,2018,1,113,90.5,121.1,95.1
Colgate,South Florida,2018,0,110.1,105.8,102.4,97.3
South Florida,Colgate,2018,1,102.4,97.3,110.1,105.8
Oakland,Xavier,2018,0,107.4,109.5,110.9,100.6
Xavier,Oakland,2018,1,110.9,100.6,107.4,109.5
George Washington,Princeton,2018,0,95.2,106,98.7,99.7
Princeton,George Washington,2018,1,98.7,99.7,95.2,106
Radford,James Madison,2018,0,108.7,104.3,101,110.8
James Madison,Radford,2018,1,101,110.8,108.7,104.3
North Alabama,UAB,2018,0,95.1,105.1,106.5,104.6
UAB,North Alabama,2018,1,106.5,104.6,95.1,105.1
Denver,Air Force,2018,0,99.8,112.9,100.5,107.4
Air Force,Denver,2018,1,100.5,107.4,99.8,112.9
South Carolina,Wyoming,2018,0,108,98.3,95,108.7
Wyoming,South Carolina,2018,1,95,108.7,108,98.3
Florida A&M,Georgia Tech,2018,0,89,103.3,101.8,96
Georgia Tech,Florida A&M,2018,1,101.8,96,89,103.3
Bucknell,Ohio State,2018,0,105.5,103.7,109.3,94.3
Ohio State,Bucknell,2018,1,109.3,94.3,105.5,103.7
Tennessee Tech,Kennesaw State,2018,0,89.6,104.6,91.8,110.7
Kennesaw State,Tennessee Tech,2018,1,91.8,110.7,89.6,104.6
Robert Morris,Louisville,2018,0,95.9,104.2,113.4,92.5
Louisville,Robert Morris,2018,1,113.4,92.5,95.9,104.2
Penn State,Alabama,2018,0,109.5,94.2,108.2,96.7
Alabama,Penn State,2018,1,108.2,96.7,109.5,94.2
Texas State,Arkansas,2018,0,102.1,97.7,110.3,97.3
Arkansas,Texas State,2018,1,110.3,97.3,102.1,97.7
Belmont,Purdue,2018,0,115,101.3,121.1,95.1
Purdue,Belmont,2018,1,121.1,95.1,115,101.3
Dartmouth,Vermont,2018,0,103.3,108,108,99.3
Vermont,Dartmouth,2018,1,108,99.3,103.3,108
DePaul,Villanova,2018,0,110.7,104.5,116.9,98.4
Villanova,DePaul,2018,1,116.9,98.4,110.7,104.5
Southern Miss,Rice,2018,0,106.6,100.2,103,110.4
Rice,Southern Miss,2018,1,103,110.4,106.6,100.2
Illinois,Indiana,2018,0,109.1,100.7,110.2,95.1
Indiana,Illinois,2018,1,110.2,95.1,109.1,100.7
Cincinnati,East Carolina,2018,0,111.7,94.6,98,107
East Carolina,Cincinnati,2018,1,98,107,111.7,94.6
Savannah State,Coppin State,2018,0,96.3,116,88.6,109.1
Coppin State,Savannah State,2018,1,88.6,109.1,96.3,116
Pacific,San Diego,2018,0,99.8,104.3,105.5,98.1
San Diego,Pacific,2018,1,105.5,98.1,99.8,104.3
American,Colgate,2018,0,101.9,105,110.1,105.8
Colgate,American,2018,1,110.1,105.8,101.9,105
Iowa State,Baylor,2018,0,119.1,97.3,113.6,98.3
Baylor,Iowa State,2018,1,113.6,98.3,119.1,97.3
Houston,Temple,2018,0,114.2,91.8,108.6,99.6
Temple,Houston,2018,1,108.6,99.6,114.2,91.8
Troy,Little Rock,2018,0,102.9,110.3,99.8,104.8
Little Rock,Troy,2018,1,99.8,104.8,102.9,110.3
UAB,Southern Miss,2018,0,106.5,104.6,106.6,100.2
Southern Miss,UAB,2018,1,106.6,100.2,106.5,104.6
Mercer,Chattanooga,2018,0,103.6,106.2,101.6,109.4
Chattanooga,Mercer,2018,1,101.6,109.4,103.6,106.2
Loyola Marymount,Gonzaga,2018,0,103.6,100.3,125.2,92.5
Gonzaga,Loyola Marymount,2018,1,125.2,92.5,103.6,100.3
James Madison,Drexel,2018,0,101,110.8,105.5,112.9
Drexel,James Madison,2018,1,105.5,112.9,101,110.8
Texas Tech,Baylor,2018,0,112.8,86,113.6,98.3
Baylor,Texas Tech,2018,1,113.6,98.3,112.8,86
Indiana,Northwestern,2018,0,110.2,95.1,103,93.5
Northwestern,Indiana,2018,1,103,93.5,110.2,95.1
George Washington,Davidson,2018,0,95.2,106,108,100.2
Davidson,George Washington,2018,1,108,100.2,95.2,106
Oakland,IUPUI,2018,0,107.4,109.5,103.4,105.8
IUPUI,Oakland,2018,1,103.4,105.8,107.4,109.5
Chattanooga,Furman,2018,0,101.6,109.4,109,96.3
Furman,Chattanooga,2018,1,109,96.3,101.6,109.4
Alabama,Baylor,2018,0,108.2,96.7,113.6,98.3
Baylor,Alabama,2018,1,113.6,98.3,108.2,96.7
Cornell,Columbia,2018,0,99.8,104.8,101.8,106.3
Columbia,Cornell,2018,1,101.8,106.3,99.8,104.8
Milwaukee,Northern Ky.,2018,0,98.3,109.5,109.4,102.7
Northern Ky.,Milwaukee,2018,1,109.4,102.7,98.3,109.5
Kansas,Texas,2018,0,112.8,92.1,114.1,96.5
Texas,Kansas,2018,1,114.1,96.5,112.8,92.1
Temple,Houston,2018,0,108.6,99.6,114.2,91.8
Houston,Temple,2018,1,114.2,91.8,108.6,99.6
Morgan State,Coppin State,2018,0,92.6,110.6,88.6,109.1
Coppin State,Morgan State,2018,1,88.6,109.1,92.6,110.6
SMU,Cincinnati,2018,0,112,106.8,111.7,94.6
Cincinnati,SMU,2018,1,111.7,94.6,112,106.8
